seqnames	start	end	width	strand	source	type	ID	Name	biotype
chr4	124170452	124171861	1410	+	ensembl_WGS	gene	AC210616.4_FG003	AC210616.4_FG003	protein_coding
chr4	133320828	133323364	2537	+	ensembl_WGS	gene	GRMZM2G074775	GRMZM2G074775	protein_coding
chr4	138152965	138158411	5447	+	ensembl_WGS	gene	GRMZM2G133226	GRMZM2G133226	protein_coding
chr4	182785917	182788052	2136	+	ensembl_WGS	gene	GRMZM2G469828	GRMZM2G469828	protein_coding
chr4	198809551	198814494	4944	+	ensembl_WGS	gene	GRMZM2G481904	GRMZM2G481904	protein_coding
chr4	199078599	199082990	4392	+	ensembl_WGS	gene	GRMZM5G877077	GRMZM5G877077	protein_coding
chr4	201932364	201932685	322	-	ensembl_WGS	gene	GRMZM2G497523	GRMZM2G497523	pseudogene
chr4	204268345	204270423	2079	+	ensembl_WGS	gene	GRMZM2G028046	GRMZM2G028046	protein_coding
chr4	207025823	207026760	938	-	ensembl_WGS	gene	AC192405.3_FG001	AC192405.3_FG001	protein_coding
chr4	208847708	208848375	668	+	ensembl_WGS	gene	GRMZM2G073290	GRMZM2G073290	protein_coding
chr4	210881891	210882566	676	+	ensembl_WGS	gene	GRMZM2G136771	GRMZM2G136771	protein_coding
chr4	220781741	220782331	591	+	ensembl_WGS	gene	GRMZM2G328725	GRMZM2G328725	protein_coding
chr4	224036375	224040372	3998	-	ensembl_WGS	gene	GRMZM2G053934	GRMZM2G053934	protein_coding
chr4	231961058	231964565	3508	+	ensembl_WGS	gene	GRMZM2G474092	GRMZM2G474092	protein_coding
chr4	232925664	232928143	2480	-	ensembl_WGS	gene	GRMZM2G180967	GRMZM2G180967	protein_coding
chr4	23187939	23189854	1916	-	ensembl_WGS	gene	GRMZM2G389944	GRMZM2G389944	protein_coding
chr4	36877303	36881083	3781	+	ensembl_WGS	gene	GRMZM2G046743	GRMZM2G046743	protein_coding
chr4	41956049	41961394	5346	+	ensembl_WGS	gene	GRMZM2G075655	GRMZM2G075655	protein_coding
chr4	46619815	46624744	4930	-	ensembl_WGS	gene	GRMZM5G821611	GRMZM5G821611	protein_coding
chr4	89481676	89482349	674	+	ensembl_WGS	gene	GRMZM2G064250	GRMZM2G064250	protein_coding
chr4	90224648	90225321	674	+	ensembl_WGS	gene	GRMZM2G412161	GRMZM2G412161	protein_coding
chr4	115154220	115165298	11079	-	ensembl_WGS	gene	GRMZM2G130018	GRMZM2G130018	protein_coding
chr4	118897364	118900639	3276	-	ensembl_WGS	gene	GRMZM2G094871	GRMZM2G094871	protein_coding
chr4	121562298	121564684	2387	-	ensembl_WGS	gene	GRMZM2G047715	GRMZM2G047715	protein_coding
chr4	122390008	122393359	3352	+	ensembl_WGS	gene	GRMZM2G398795	GRMZM2G398795	protein_coding
chr4	123187223	123187858	636	+	ensembl_WGS	gene	AC209926.4_FG002	AC209926.4_FG002	protein_coding
chr4	132843227	132844431	1205	+	ensembl_WGS	gene	GRMZM2G097353	GRMZM2G097353	protein_coding
chr4	142462037	142464145	2109	+	ensembl_WGS	gene	GRMZM2G537407	GRMZM2G537407	protein_coding
chr4	156027890	156028351	462	+	ensembl_WGS	gene	AC203944.4_FG002	AC203944.4_FG002	protein_coding
chr4	158558932	158560342	1411	-	ensembl_WGS	gene	GRMZM2G121075	GRMZM2G121075	protein_coding
chr4	159665455	159668281	2827	+	ensembl_WGS	gene	GRMZM2G126505	GRMZM2G126505	protein_coding
chr4	161499298	161500902	1605	-	ensembl_WGS	gene	GRMZM2G137673	GRMZM2G137673	protein_coding
chr4	168574667	168575290	624	+	ensembl_WGS	gene	GRMZM5G885045	GRMZM5G885045	protein_coding
chr4	182731497	182735090	3594	+	ensembl_WGS	gene	GRMZM2G361659	GRMZM2G361659	protein_coding
chr4	182871220	182882827	11608	-	ensembl_WGS	gene	GRMZM2G451325	GRMZM2G451325	protein_coding
chr4	198148557	198152946	4390	+	ensembl_WGS	gene	GRMZM2G028089	GRMZM2G028089	protein_coding
chr4	199078599	199082990	4392	+	ensembl_WGS	gene	GRMZM5G877077	GRMZM5G877077	protein_coding
chr4	201112049	201116113	4065	+	ensembl_WGS	gene	GRMZM2G079477	GRMZM2G079477	protein_coding
chr4	208547155	208547664	510	-	ensembl_WGS	gene	GRMZM2G179536	GRMZM2G179536	protein_coding
chr4	209462543	209471708	9166	+	ensembl_WGS	gene	GRMZM2G094541	GRMZM2G094541	protein_coding
chr4	209982457	209982903	447	+	ensembl_WGS	gene	GRMZM2G567629	GRMZM2G567629	pseudogene
chr4	220766739	220768781	2043	+	ensembl_WGS	gene	GRMZM2G025477	GRMZM2G025477	protein_coding
chr4	239423853	239427054	3202	-	ensembl_WGS	gene	GRMZM2G374084	GRMZM2G374084	protein_coding
chr5	3067817	3068209	393	-	ensembl_WGS	gene	GRMZM2G358416	GRMZM2G358416	protein_coding
chr5	5066429	5067282	854	+	ensembl_WGS	gene	GRMZM2G504623	GRMZM2G504623	protein_coding
chr5	22758895	22762980	4086	-	ensembl_WGS	gene	GRMZM2G082502	GRMZM2G082502	protein_coding
chr5	26965012	26967105	2094	-	ensembl_WGS	gene	GRMZM2G174140	GRMZM2G174140	protein_coding
chr5	29370553	29376021	5469	+	ensembl_WGS	gene	GRMZM2G154447	GRMZM2G154447	protein_coding
chr5	30753954	30755808	1855	+	ensembl_WGS	gene	GRMZM2G027232	GRMZM2G027232	protein_coding
chr5	39880443	39883919	3477	-	ensembl_WGS	gene	GRMZM2G012926	GRMZM2G012926	protein_coding
chr5	42530972	42536694	5723	-	ensembl_WGS	gene	GRMZM2G014813	GRMZM2G014813	protein_coding
chr5	47578824	47582832	4009	+	ensembl_WGS	gene	GRMZM2G085967	GRMZM2G085967	protein_coding
chr5	49545870	49548495	2626	+	ensembl_WGS	gene	GRMZM2G141858	GRMZM2G141858	protein_coding
chr5	54965242	54966073	832	+	ensembl_WGS	gene	AC197347.3_FG003	AC197347.3_FG003	protein_coding
chr5	55134638	55135788	1151	-	ensembl_WGS	gene	GRMZM2G317705	GRMZM2G317705	protein_coding
chr5	55949527	55951065	1539	+	ensembl_WGS	gene	GRMZM2G454718	GRMZM2G454718	protein_coding
chr5	57205927	57212295	6369	+	ensembl_WGS	gene	GRMZM2G469414	GRMZM2G469414	protein_coding
chr5	56985422	56998038	12617	-	ensembl_WGS	gene	GRMZM2G431573	GRMZM2G431573	protein_coding
chr5	64289757	64294087	4331	-	ensembl_WGS	gene	GRMZM2G059212	GRMZM2G059212	protein_coding
chr5	70663117	70666725	3609	-	ensembl_WGS	gene	AC217823.3_FG002	AC217823.3_FG002	protein_coding
chr5	76217269	76220513	3245	+	ensembl_WGS	gene	AC192244.3_FG007	AC192244.3_FG007	protein_coding
chr5	77212255	77212559	305	+	ensembl_WGS	gene	GRMZM2G566709	GRMZM2G566709	pseudogene
chr5	80795990	80800856	4867	-	ensembl_WGS	gene	GRMZM2G093490	GRMZM2G093490	protein_coding
chr5	82423451	82427210	3760	-	ensembl_WGS	gene	GRMZM2G409658	GRMZM2G409658	protein_coding
chr5	86793492	86794263	772	-	ensembl_WGS	gene	GRMZM2G558912	GRMZM2G558912	protein_coding
chr5	87112739	87115747	3009	+	ensembl_WGS	gene	GRMZM2G098904	GRMZM2G098904	protein_coding
chr5	87414860	87419429	4570	+	ensembl_WGS	gene	GRMZM2G138527	GRMZM2G138527	protein_coding
chr5	88791487	88794405	2919	+	ensembl_WGS	gene	GRMZM2G111136	GRMZM2G111136	protein_coding
chr5	91338895	91357646	18752	+	ensembl_WGS	gene	GRMZM2G133308	GRMZM2G133308	protein_coding
chr5	91581395	91581670	276	-	ensembl_WGS	gene	GRMZM5G860078	GRMZM5G860078	protein_coding
chr5	91814832	91832010	17179	+	ensembl_WGS	gene	GRMZM2G059363	GRMZM2G059363	protein_coding
chr5	102447539	102448337	799	+	ensembl_WGS	gene	GRMZM2G175425	GRMZM2G175425	protein_coding
chr5	133501928	133518495	16568	+	ensembl_WGS	gene	GRMZM2G009785	GRMZM2G009785	protein_coding
chr5	134190795	134206562	15768	+	ensembl_WGS	gene	GRMZM2G388148	GRMZM2G388148	protein_coding
chr5	150088686	150095175	6490	+	ensembl_WGS	gene	GRMZM2G019971	GRMZM2G019971	protein_coding
chr5	151024134	151024908	775	+	ensembl_WGS	gene	GRMZM2G047818	GRMZM2G047818	protein_coding
chr5	166927578	166931750	4173	+	ensembl_WGS	gene	GRMZM2G477146	GRMZM2G477146	protein_coding
chr5	168890072	168891220	1149	-	ensembl_WGS	gene	GRMZM2G115491	GRMZM2G115491	protein_coding
chr5	181396172	181399390	3219	-	ensembl_WGS	gene	GRMZM2G031496	GRMZM2G031496	protein_coding
chr5	184287413	184291959	4547	+	ensembl_WGS	gene	GRMZM2G366434	GRMZM2G366434	protein_coding
chr5	191636970	191637345	376	+	ensembl_WGS	gene	GRMZM2G056884	GRMZM2G056884	protein_coding
chr5	193174093	193205154	31062	+	ensembl_WGS	gene	GRMZM5G883741	GRMZM5G883741	protein_coding
chr5	193726750	193729189	2440	+	ensembl_WGS	gene	GRMZM2G112352	GRMZM2G112352	protein_coding
chr5	194108688	194111934	3247	-	ensembl_WGS	gene	GRMZM2G002627	GRMZM2G002627	protein_coding
chr5	195677589	195678604	1016	+	ensembl_WGS	gene	GRMZM2G434203	GRMZM2G434203	protein_coding
chr5	196033677	196036079	2403	+	ensembl_WGS	gene	GRMZM2G166906	GRMZM2G166906	protein_coding
chr5	200048603	200049849	1247	-	ensembl_WGS	gene	GRMZM2G144898	GRMZM2G144898	protein_coding
chr5	203703299	203709086	5788	-	ensembl_WGS	gene	GRMZM2G128969	GRMZM2G128969	protein_coding
chr5	205534514	205536486	1973	-	ensembl_WGS	gene	GRMZM2G151204	GRMZM2G151204	protein_coding
chr5	206614103	206616679	2577	+	ensembl_WGS	gene	GRMZM2G140635	GRMZM2G140635	protein_coding
chr5	209702249	209715224	12976	-	ensembl_WGS	gene	GRMZM2G402242	GRMZM2G402242	protein_coding
chr5	215811083	215816830	5748	+	ensembl_WGS	gene	GRMZM2G356938	GRMZM2G356938	protein_coding
chr5	1542905	1543560	656	-	ensembl_WGS	gene	GRMZM2G447965	GRMZM2G447965	protein_coding
chr5	4268599	4271215	2617	+	ensembl_WGS	gene	GRMZM2G007695	GRMZM2G007695	protein_coding
chr5	7117286	7121819	4534	-	ensembl_WGS	gene	GRMZM2G129913	GRMZM2G129913	protein_coding
chr5	13727888	13732377	4490	-	ensembl_WGS	gene	GRMZM2G430685	GRMZM2G430685	protein_coding
chr5	16416400	16417482	1083	+	ensembl_WGS	gene	AC211276.4_FG008	AC211276.4_FG008	protein_coding
chr5	19242125	19248604	6480	+	ensembl_WGS	gene	GRMZM2G403149	GRMZM2G403149	protein_coding
chr5	26660015	26688602	28588	-	ensembl_WGS	gene	GRMZM2G048435	GRMZM2G048435	protein_coding
chr5	30753954	30755808	1855	+	ensembl_WGS	gene	GRMZM2G027232	GRMZM2G027232	protein_coding
chr5	35628746	35629126	381	-	ensembl_WGS	gene	GRMZM2G396070	GRMZM2G396070	protein_coding
chr5	36088516	36090500	1985	+	ensembl_WGS	gene	GRMZM2G133743	GRMZM2G133743	protein_coding
chr5	39627828	39628698	871	-	ensembl_WGS	gene	GRMZM2G464011	GRMZM2G464011	protein_coding
chr5	39880443	39883919	3477	-	ensembl_WGS	gene	GRMZM2G012926	GRMZM2G012926	protein_coding
chr5	41410700	41415531	4832	+	ensembl_WGS	gene	GRMZM2G056849	GRMZM2G056849	protein_coding
chr5	42505065	42509541	4477	-	ensembl_WGS	gene	GRMZM2G126161	GRMZM2G126161	protein_coding
chr5	55949527	55951065	1539	+	ensembl_WGS	gene	GRMZM2G454718	GRMZM2G454718	protein_coding
chr5	56939033	56940046	1014	-	ensembl_WGS	gene	GRMZM2G330012	GRMZM2G330012	protein_coding
chr5	63317874	63324803	6930	-	ensembl_WGS	gene	GRMZM2G088753	GRMZM2G088753	protein_coding
chr5	74408556	74411160	2605	-	ensembl_WGS	gene	GRMZM2G524937	GRMZM2G524937	protein_coding
chr5	75890939	75895041	4103	-	ensembl_WGS	gene	GRMZM2G462118	GRMZM2G462118	protein_coding
chr5	80411337	80411639	303	-	ensembl_WGS	gene	AC233959.1_FG003	AC233959.1_FG003	protein_coding
chr5	83025159	83025821	663	+	ensembl_WGS	gene	AC206519.2_FG002	AC206519.2_FG002	protein_coding
chr5	85252669	85257667	4999	+	ensembl_WGS	gene	GRMZM2G104632	GRMZM2G104632	protein_coding
chr5	87112739	87115747	3009	+	ensembl_WGS	gene	GRMZM2G098904	GRMZM2G098904	protein_coding
chr5	87414860	87419429	4570	+	ensembl_WGS	gene	GRMZM2G138527	GRMZM2G138527	protein_coding
chr5	87522171	87525765	3595	-	ensembl_WGS	gene	GRMZM2G086032	GRMZM2G086032	protein_coding
chr5	88791487	88794405	2919	+	ensembl_WGS	gene	GRMZM2G111136	GRMZM2G111136	protein_coding
chr5	89409390	89410785	1396	-	ensembl_WGS	gene	GRMZM2G150864	GRMZM2G150864	protein_coding
chr5	91338895	91357646	18752	+	ensembl_WGS	gene	GRMZM2G133308	GRMZM2G133308	protein_coding
chr5	100734242	100735379	1138	-	ensembl_WGS	gene	GRMZM2G065781	GRMZM2G065781	protein_coding
chr5	101636824	101643469	6646	-	ensembl_WGS	gene	GRMZM2G080083	GRMZM2G080083	protein_coding
chr5	141431844	141436533	4690	-	ensembl_WGS	gene	GRMZM2G063882	GRMZM2G063882	protein_coding
chr5	149780496	149781657	1162	+	ensembl_WGS	gene	GRMZM2G173674	GRMZM2G173674	protein_coding
chr5	169667474	169668453	980	+	ensembl_WGS	gene	GRMZM5G888797	GRMZM5G888797	protein_coding
chr5	174284760	174286109	1350	+	ensembl_WGS	gene	GRMZM2G351454	GRMZM2G351454	protein_coding
chr5	182188381	182193831	5451	-	ensembl_WGS	gene	GRMZM2G001033	GRMZM2G001033	protein_coding
chr5	182573856	182576166	2311	+	ensembl_WGS	gene	GRMZM2G001097	GRMZM2G001097	protein_coding
chr5	183615085	183618814	3730	-	ensembl_WGS	gene	GRMZM2G036590	GRMZM2G036590	protein_coding
chr5	184473169	184477276	4108	-	ensembl_WGS	gene	GRMZM2G392794	GRMZM2G392794	protein_coding
chr5	194558772	194560780	2009	-	ensembl_WGS	gene	GRMZM2G329229	GRMZM2G329229	protein_coding
chr5	195418764	195419903	1140	-	ensembl_WGS	gene	GRMZM2G112244	GRMZM2G112244	protein_coding
chr5	197602076	197605152	3077	+	ensembl_WGS	gene	GRMZM2G029815	GRMZM2G029815	protein_coding
chr5	198879312	198880566	1255	+	ensembl_WGS	gene	GRMZM2G413829	GRMZM2G413829	protein_coding
chr5	202394525	202396379	1855	-	ensembl_WGS	gene	GRMZM2G028397	GRMZM2G028397	protein_coding
chr5	203262869	203263542	674	-	ensembl_WGS	gene	GRMZM2G459104	GRMZM2G459104	protein_coding
chr5	204006064	204008467	2404	+	ensembl_WGS	gene	GRMZM2G018126	GRMZM2G018126	protein_coding
chr5	206316435	206317301	867	+	ensembl_WGS	gene	GRMZM2G429669	GRMZM2G429669	protein_coding
chr5	206531244	206532772	1529	+	ensembl_WGS	gene	GRMZM5G854450	GRMZM5G854450	protein_coding
chr5	206843570	206846928	3359	-	ensembl_WGS	gene	GRMZM2G405567	GRMZM2G405567	protein_coding
chr5	211299997	211302190	2194	-	ensembl_WGS	gene	GRMZM2G134552	GRMZM2G134552	protein_coding
chr5	213819765	213820720	956	+	ensembl_WGS	gene	GRMZM2G100467	GRMZM2G100467	protein_coding
chr2	3095344	3096063	720	-	ensembl_WGS	gene	GRMZM2G071330	GRMZM2G071330	protein_coding
chr2	5853838	5857208	3371	+	ensembl_WGS	gene	GRMZM2G071206	GRMZM2G071206	protein_coding
chr2	19713890	19714937	1048	+	ensembl_WGS	gene	GRMZM2G129300	GRMZM2G129300	protein_coding
chr2	19828184	19829504	1321	-	ensembl_WGS	gene	GRMZM2G121275	GRMZM2G121275	protein_coding
chr2	21281472	21282337	866	+	ensembl_WGS	gene	GRMZM2G021035	GRMZM2G021035	protein_coding
chr2	32333104	32335746	2643	+	ensembl_WGS	gene	GRMZM2G075145	GRMZM2G075145	protein_coding
chr2	37569006	37571171	2166	+	ensembl_WGS	gene	GRMZM2G323309	GRMZM2G323309	protein_coding
chr2	44697029	44698753	1725	-	ensembl_WGS	gene	GRMZM2G474783	GRMZM2G474783	protein_coding
chr2	46179488	46180075	588	-	ensembl_WGS	gene	GRMZM2G068547	GRMZM2G068547	protein_coding
chr2	46515524	46517174	1651	+	ensembl_WGS	gene	GRMZM2G106099	GRMZM2G106099	protein_coding
chr2	49923766	49927547	3782	+	ensembl_WGS	gene	GRMZM2G057006	GRMZM2G057006	protein_coding
chr2	55482907	55484252	1346	+	ensembl_WGS	gene	GRMZM5G800014	GRMZM5G800014	protein_coding
chr2	57107356	57109918	2563	+	ensembl_WGS	gene	GRMZM5G858609	GRMZM5G858609	protein_coding
chr2	60255425	60256828	1404	+	ensembl_WGS	gene	GRMZM2G320941	GRMZM2G320941	protein_coding
chr2	63939533	63943282	3750	+	ensembl_WGS	gene	GRMZM2G123940	GRMZM2G123940	protein_coding
chr2	75304999	75305949	951	+	ensembl_WGS	gene	GRMZM5G892400	GRMZM5G892400	protein_coding
chr2	83328915	83338644	9730	+	ensembl_WGS	gene	AC191115.3_FG002	AC191115.3_FG002	protein_coding
chr2	89575661	89578486	2826	+	ensembl_WGS	gene	AC211976.4_FG002	AC211976.4_FG002	protein_coding
chr2	101268263	101269356	1094	-	ensembl_WGS	gene	GRMZM5G803404	GRMZM5G803404	protein_coding
chr2	107501622	107503164	1543	-	ensembl_WGS	gene	GRMZM2G025132	GRMZM2G025132	protein_coding
chr2	111557736	111570416	12681	-	ensembl_WGS	gene	GRMZM2G060067	GRMZM2G060067	protein_coding
chr2	118423324	118424180	857	-	ensembl_WGS	gene	GRMZM2G135730	GRMZM2G135730	protein_coding
chr2	121581901	121584496	2596	+	ensembl_WGS	gene	GRMZM2G076905	GRMZM2G076905	protein_coding
chr2	133189502	133191105	1604	+	ensembl_WGS	gene	GRMZM2G000959	GRMZM2G000959	protein_coding
chr2	142554113	142558072	3960	+	ensembl_WGS	gene	GRMZM2G481210	GRMZM2G481210	protein_coding
chr2	146049603	146052033	2431	+	ensembl_WGS	gene	GRMZM2G162737	GRMZM2G162737	protein_coding
chr2	146572041	146573015	975	+	ensembl_WGS	gene	GRMZM2G067553	GRMZM2G067553	protein_coding
chr2	158279151	158284014	4864	+	ensembl_WGS	gene	GRMZM2G047316	GRMZM2G047316	protein_coding
chr2	176830891	176834570	3680	+	ensembl_WGS	gene	GRMZM5G869532	GRMZM5G869532	protein_coding
chr2	177186908	177188658	1751	-	ensembl_WGS	gene	GRMZM2G139994	GRMZM2G139994	protein_coding
chr2	189281665	189282051	387	-	ensembl_WGS	gene	GRMZM2G400918	GRMZM2G400918	protein_coding
chr2	190424050	190431552	7503	+	ensembl_WGS	gene	GRMZM2G446050	GRMZM2G446050	protein_coding
chr2	193381280	193390478	9199	+	ensembl_WGS	gene	GRMZM2G473182	GRMZM2G473182	protein_coding
chr2	197443591	197448363	4773	-	ensembl_WGS	gene	GRMZM2G512469	GRMZM2G512469	protein_coding
chr2	197763259	197766446	3188	-	ensembl_WGS	gene	GRMZM5G819999	GRMZM5G819999	protein_coding
chr2	199571108	199572034	927	+	ensembl_WGS	gene	GRMZM2G563726	GRMZM2G563726	protein_coding
chr2	200773483	200773998	516	+	ensembl_WGS	gene	AC205066.3_FG008	AC205066.3_FG008	protein_coding
chr2	202309143	202310174	1032	+	ensembl_WGS	gene	GRMZM2G179476	GRMZM2G179476	protein_coding
chr2	205478593	205485496	6904	+	ensembl_WGS	gene	GRMZM2G402804	GRMZM2G402804	protein_coding
chr2	210956263	210959653	3391	-	ensembl_WGS	gene	GRMZM2G096123	GRMZM2G096123	protein_coding
chr2	211275275	211276754	1480	-	ensembl_WGS	gene	GRMZM2G098840	GRMZM2G098840	protein_coding
chr2	212544631	212548072	3442	+	ensembl_WGS	gene	GRMZM2G044175	GRMZM2G044175	protein_coding
chr2	215519711	215522075	2365	-	ensembl_WGS	gene	GRMZM2G131554	GRMZM2G131554	protein_coding
chr2	216463713	216495554	31842	+	ensembl_WGS	gene	GRMZM5G839114	GRMZM5G839114	protein_coding
chr2	217328928	217333005	4078	-	ensembl_WGS	gene	GRMZM2G003252	GRMZM2G003252	protein_coding
chr2	223324496	223328181	3686	+	ensembl_WGS	gene	GRMZM2G333591	GRMZM2G333591	protein_coding
chr2	225231579	225233724	2146	-	ensembl_WGS	gene	GRMZM2G074664	GRMZM2G074664	protein_coding
chr2	225612135	225619263	7129	+	ensembl_WGS	gene	GRMZM2G405804	GRMZM2G405804	protein_coding
chr2	226410242	226413026	2785	+	ensembl_WGS	gene	GRMZM2G451729	GRMZM2G451729	protein_coding
chr2	229286468	229287423	956	-	ensembl_WGS	gene	GRMZM2G333448	GRMZM2G333448	protein_coding
chr2	229413601	229413924	324	-	ensembl_WGS	gene	AC190841.2_FG007	AC190841.2_FG007	protein_coding
chr2	233593779	233594411	633	-	ensembl_WGS	gene	GRMZM2G703444	GRMZM2G703444	protein_coding
chr2	10477304	10479869	2566	-	ensembl_WGS	gene	GRMZM2G044800	GRMZM2G044800	protein_coding
chr2	12347435	12350437	3003	-	ensembl_WGS	gene	GRMZM2G125704	GRMZM2G125704	protein_coding
chr2	16023592	16031913	8322	-	ensembl_WGS	gene	GRMZM2G080156	GRMZM2G080156	protein_coding
chr2	16293302	16295467	2166	+	ensembl_WGS	gene	GRMZM2G476597	GRMZM2G476597	protein_coding
chr2	18507575	18508504	930	-	ensembl_WGS	gene	GRMZM2G399862	GRMZM2G399862	protein_coding
chr2	19828184	19829504	1321	-	ensembl_WGS	gene	GRMZM2G121275	GRMZM2G121275	protein_coding
chr2	20536334	20538801	2468	-	ensembl_WGS	gene	GRMZM2G175816	GRMZM2G175816	protein_coding
chr2	21026786	21032589	5804	+	ensembl_WGS	gene	AC212835.3_FG010	AC212835.3_FG010	protein_coding
chr2	21398564	21402338	3775	-	ensembl_WGS	gene	GRMZM2G077002	GRMZM2G077002	protein_coding
chr2	22504092	22513426	9335	-	ensembl_WGS	gene	GRMZM2G070863	GRMZM2G070863	protein_coding
chr2	26934038	26936467	2430	-	ensembl_WGS	gene	GRMZM2G474929	GRMZM2G474929	protein_coding
chr2	32333104	32335746	2643	+	ensembl_WGS	gene	GRMZM2G075145	GRMZM2G075145	protein_coding
chr2	34473212	34475281	2070	-	ensembl_WGS	gene	GRMZM2G138770	GRMZM2G138770	protein_coding
chr2	38760033	38765436	5404	+	ensembl_WGS	gene	GRMZM5G816457	GRMZM5G816457	protein_coding
chr2	42475464	42478214	2751	+	ensembl_WGS	gene	GRMZM2G446185	GRMZM2G446185	protein_coding
chr2	44471647	44472033	387	+	ensembl_WGS	gene	GRMZM5G889338	GRMZM5G889338	protein_coding
chr2	44697029	44698753	1725	-	ensembl_WGS	gene	GRMZM2G474783	GRMZM2G474783	protein_coding
chr2	45230433	45231167	735	+	ensembl_WGS	gene	GRMZM2G105617	GRMZM2G105617	protein_coding
chr2	47165369	47175489	10121	+	ensembl_WGS	gene	GRMZM2G005659	GRMZM2G005659	protein_coding
chr2	51173730	51175456	1727	-	ensembl_WGS	gene	GRMZM2G458879	GRMZM2G458879	protein_coding
chr2	68170868	68173310	2443	+	ensembl_WGS	gene	GRMZM2G055854	GRMZM2G055854	protein_coding
chr2	77798886	77799221	336	+	ensembl_WGS	gene	GRMZM5G817582	GRMZM5G817582	protein_coding
chr2	79248616	79249461	846	-	ensembl_WGS	gene	GRMZM2G102699	GRMZM2G102699	protein_coding
chr2	80723172	80726486	3315	-	ensembl_WGS	gene	GRMZM2G013612	GRMZM2G013612	protein_coding
chr2	83328915	83338644	9730	+	ensembl_WGS	gene	AC191115.3_FG002	AC191115.3_FG002	protein_coding
chr2	89575661	89578486	2826	+	ensembl_WGS	gene	AC211976.4_FG002	AC211976.4_FG002	protein_coding
chr2	101268263	101269356	1094	-	ensembl_WGS	gene	GRMZM5G803404	GRMZM5G803404	protein_coding
chr2	107194283	107195381	1099	+	ensembl_WGS	gene	GRMZM2G022710	GRMZM2G022710	protein_coding
chr2	107501622	107503164	1543	-	ensembl_WGS	gene	GRMZM2G025132	GRMZM2G025132	protein_coding
chr2	111826028	111830063	4036	+	ensembl_WGS	gene	GRMZM2G119081	GRMZM2G119081	protein_coding
chr2	114079423	114083034	3612	+	ensembl_WGS	gene	GRMZM2G480356	GRMZM2G480356	protein_coding
chr2	126097765	126099761	1997	+	ensembl_WGS	gene	GRMZM2G398240	GRMZM2G398240	protein_coding
chr2	136128167	136130899	2733	-	ensembl_WGS	gene	GRMZM2G133669	GRMZM2G133669	protein_coding
chr2	140599768	140601089	1322	-	ensembl_WGS	gene	GRMZM2G002824	GRMZM2G002824	protein_coding
chr2	141681044	141682183	1140	+	ensembl_WGS	gene	GRMZM2G110409	GRMZM2G110409	protein_coding
chr2	147302386	147308828	6443	-	ensembl_WGS	gene	GRMZM2G123652	GRMZM2G123652	protein_coding
chr2	148500661	148503900	3240	-	ensembl_WGS	gene	GRMZM2G064896	GRMZM2G064896	protein_coding
chr2	152914993	152919109	4117	-	ensembl_WGS	gene	GRMZM5G890665	GRMZM5G890665	protein_coding
chr2	157290493	157298357	7865	-	ensembl_WGS	gene	GRMZM2G365035	GRMZM2G365035	protein_coding
chr2	158425258	158426706	1449	+	ensembl_WGS	gene	GRMZM5G845339	GRMZM5G845339	protein_coding
chr2	160781682	160789474	7793	-	ensembl_WGS	gene	GRMZM2G150608	GRMZM2G150608	protein_coding
chr2	177186908	177188658	1751	-	ensembl_WGS	gene	GRMZM2G139994	GRMZM2G139994	protein_coding
chr2	183926414	183927687	1274	-	ensembl_WGS	gene	GRMZM2G100372	GRMZM2G100372	protein_coding
chr2	185855731	185856935	1205	+	ensembl_WGS	gene	GRMZM2G366130	GRMZM2G366130	protein_coding
chr2	189936772	189937946	1175	-	ensembl_WGS	gene	GRMZM2G003947	GRMZM2G003947	protein_coding
chr2	190158113	190161171	3059	-	ensembl_WGS	gene	GRMZM2G365374	GRMZM2G365374	protein_coding
chr2	200773483	200773998	516	+	ensembl_WGS	gene	AC205066.3_FG008	AC205066.3_FG008	protein_coding
chr2	202309143	202310174	1032	+	ensembl_WGS	gene	GRMZM2G179476	GRMZM2G179476	protein_coding
chr2	205705693	205707253	1561	+	ensembl_WGS	gene	GRMZM2G117988	GRMZM2G117988	protein_coding
chr2	207042515	207045139	2625	-	ensembl_WGS	gene	GRMZM2G039538	GRMZM2G039538	protein_coding
chr2	212544631	212548072	3442	+	ensembl_WGS	gene	GRMZM2G044175	GRMZM2G044175	protein_coding
chr2	216883296	216886028	2733	-	ensembl_WGS	gene	GRMZM2G316136	GRMZM2G316136	protein_coding
chr2	224659107	224672723	13617	-	ensembl_WGS	gene	GRMZM2G455945	GRMZM2G455945	protein_coding
chr2	225019032	225020646	1615	+	ensembl_WGS	gene	GRMZM2G057056	GRMZM2G057056	protein_coding
chr2	225156707	225158825	2119	+	ensembl_WGS	gene	GRMZM2G099765	GRMZM2G099765	protein_coding
chr2	237003991	237004422	432	+	ensembl_WGS	gene	GRMZM2G497347	GRMZM2G497347	pseudogene
chr3	4137007	4137644	638	-	ensembl_WGS	gene	GRMZM2G050952	GRMZM2G050952	protein_coding
chr3	4546931	4548641	1711	+	ensembl_WGS	gene	GRMZM2G035256	GRMZM2G035256	protein_coding
chr3	8592952	8598813	5862	+	ensembl_WGS	gene	GRMZM2G048012	GRMZM2G048012	protein_coding
chr3	9042243	9044511	2269	+	ensembl_WGS	gene	GRMZM2G158194	GRMZM2G158194	protein_coding
