seqnames	start	end	width	strand	source	type	ID	Name	biotype
chr4	124170452	124171861	1410	+	ensembl_WGS	gene	AC210616.4_FG003	AC210616.4_FG003	protein_coding
chr4	133320828	133323364	2537	+	ensembl_WGS	gene	GRMZM2G074775	GRMZM2G074775	protein_coding
chr4	138152965	138158411	5447	+	ensembl_WGS	gene	GRMZM2G133226	GRMZM2G133226	protein_coding
chr4	142265084	142266632	1549	+	ensembl_WGS	gene	GRMZM2G062091	GRMZM2G062091	protein_coding
chr4	182785917	182788052	2136	+	ensembl_WGS	gene	GRMZM2G469828	GRMZM2G469828	protein_coding
chr4	201932364	201932685	322	-	ensembl_WGS	gene	GRMZM2G497523	GRMZM2G497523	pseudogene
chr4	204268345	204270423	2079	+	ensembl_WGS	gene	GRMZM2G028046	GRMZM2G028046	protein_coding
chr4	207025823	207026760	938	-	ensembl_WGS	gene	AC192405.3_FG001	AC192405.3_FG001	protein_coding
chr4	208847708	208848375	668	+	ensembl_WGS	gene	GRMZM2G073290	GRMZM2G073290	protein_coding
chr4	210881891	210882566	676	+	ensembl_WGS	gene	GRMZM2G136771	GRMZM2G136771	protein_coding
chr4	224036375	224040372	3998	-	ensembl_WGS	gene	GRMZM2G053934	GRMZM2G053934	protein_coding
chr4	227660168	227661891	1724	+	ensembl_WGS	gene	GRMZM2G007795	GRMZM2G007795	protein_coding
chr4	231961058	231964565	3508	+	ensembl_WGS	gene	GRMZM2G474092	GRMZM2G474092	protein_coding
chr4	232925664	232928143	2480	-	ensembl_WGS	gene	GRMZM2G180967	GRMZM2G180967	protein_coding
chr4	36408206	36412230	4025	+	ensembl_WGS	gene	GRMZM2G131473	GRMZM2G131473	protein_coding
chr4	36877303	36881083	3781	+	ensembl_WGS	gene	GRMZM2G046743	GRMZM2G046743	protein_coding
chr4	37937147	37938763	1617	-	ensembl_WGS	gene	GRMZM2G157443	GRMZM2G157443	protein_coding
chr4	40699635	40701115	1481	-	ensembl_WGS	gene	GRMZM2G113181	GRMZM2G113181	protein_coding
chr4	41956049	41961394	5346	+	ensembl_WGS	gene	GRMZM2G075655	GRMZM2G075655	protein_coding
chr4	44128401	44130791	2391	-	ensembl_WGS	gene	GRMZM2G100457	GRMZM2G100457	protein_coding
chr4	46619815	46624744	4930	-	ensembl_WGS	gene	GRMZM5G821611	GRMZM5G821611	protein_coding
chr4	89481676	89482349	674	+	ensembl_WGS	gene	GRMZM2G064250	GRMZM2G064250	protein_coding
chr4	90224648	90225321	674	+	ensembl_WGS	gene	GRMZM2G412161	GRMZM2G412161	protein_coding
chr4	119082526	119083116	591	-	ensembl_WGS	gene	GRMZM2G139740	GRMZM2G139740	protein_coding
chr4	121562298	121564684	2387	-	ensembl_WGS	gene	GRMZM2G047715	GRMZM2G047715	protein_coding
chr4	122390008	122393359	3352	+	ensembl_WGS	gene	GRMZM2G398795	GRMZM2G398795	protein_coding
chr4	123187223	123187858	636	+	ensembl_WGS	gene	AC209926.4_FG002	AC209926.4_FG002	protein_coding
chr4	132843227	132844431	1205	+	ensembl_WGS	gene	GRMZM2G097353	GRMZM2G097353	protein_coding
chr4	142462037	142464145	2109	+	ensembl_WGS	gene	GRMZM2G537407	GRMZM2G537407	protein_coding
chr4	156027890	156028351	462	+	ensembl_WGS	gene	AC203944.4_FG002	AC203944.4_FG002	protein_coding
chr4	159665455	159668281	2827	+	ensembl_WGS	gene	GRMZM2G126505	GRMZM2G126505	protein_coding
chr4	161499298	161500902	1605	-	ensembl_WGS	gene	GRMZM2G137673	GRMZM2G137673	protein_coding
chr4	168574667	168575290	624	+	ensembl_WGS	gene	GRMZM5G885045	GRMZM5G885045	protein_coding
chr4	182731497	182735090	3594	+	ensembl_WGS	gene	GRMZM2G361659	GRMZM2G361659	protein_coding
chr4	182871220	182882827	11608	-	ensembl_WGS	gene	GRMZM2G451325	GRMZM2G451325	protein_coding
chr4	193351477	193355009	3533	-	ensembl_WGS	gene	GRMZM2G016805	GRMZM2G016805	protein_coding
chr4	195916756	195918707	1952	-	ensembl_WGS	gene	GRMZM2G436084	GRMZM2G436084	protein_coding
chr4	198148557	198152946	4390	+	ensembl_WGS	gene	GRMZM2G028089	GRMZM2G028089	protein_coding
chr4	199078599	199082990	4392	+	ensembl_WGS	gene	GRMZM5G877077	GRMZM5G877077	protein_coding
chr4	201112049	201116113	4065	+	ensembl_WGS	gene	GRMZM2G079477	GRMZM2G079477	protein_coding
chr4	202223724	202226592	2869	-	ensembl_WGS	gene	GRMZM2G167812	GRMZM2G167812	protein_coding
chr4	203279153	203285455	6303	-	ensembl_WGS	gene	GRMZM2G005452	GRMZM2G005452	protein_coding
chr4	205166864	205168029	1166	-	ensembl_WGS	gene	GRMZM2G444546	GRMZM2G444546	protein_coding
chr4	208547155	208547664	510	-	ensembl_WGS	gene	GRMZM2G179536	GRMZM2G179536	protein_coding
chr4	209982457	209982903	447	+	ensembl_WGS	gene	GRMZM2G567629	GRMZM2G567629	pseudogene
chr4	219952586	219953367	782	-	ensembl_WGS	gene	GRMZM2G028125	GRMZM2G028125	protein_coding
chr4	220766739	220768781	2043	+	ensembl_WGS	gene	GRMZM2G025477	GRMZM2G025477	protein_coding
chr4	239423853	239427054	3202	-	ensembl_WGS	gene	GRMZM2G374084	GRMZM2G374084	protein_coding
chr5	5066429	5067282	854	+	ensembl_WGS	gene	GRMZM2G504623	GRMZM2G504623	protein_coding
chr5	26965012	26967105	2094	-	ensembl_WGS	gene	GRMZM2G174140	GRMZM2G174140	protein_coding
chr5	29392004	29392235	232	+	ensembl_WGS	gene	GRMZM2G701431	GRMZM2G701431	protein_coding
chr5	39402963	39403474	512	+	ensembl_WGS	gene	GRMZM2G095090	GRMZM2G095090	protein_coding
chr5	41368441	41372179	3739	-	ensembl_WGS	gene	GRMZM2G056842	GRMZM2G056842	protein_coding
chr5	42530972	42536694	5723	-	ensembl_WGS	gene	GRMZM2G014813	GRMZM2G014813	protein_coding
chr5	47578824	47582832	4009	+	ensembl_WGS	gene	GRMZM2G085967	GRMZM2G085967	protein_coding
chr5	49545870	49548495	2626	+	ensembl_WGS	gene	GRMZM2G141858	GRMZM2G141858	protein_coding
chr5	54965242	54966073	832	+	ensembl_WGS	gene	AC197347.3_FG003	AC197347.3_FG003	protein_coding
chr5	55134638	55135788	1151	-	ensembl_WGS	gene	GRMZM2G317705	GRMZM2G317705	protein_coding
chr5	55949527	55951065	1539	+	ensembl_WGS	gene	GRMZM2G454718	GRMZM2G454718	protein_coding
chr5	57205927	57212295	6369	+	ensembl_WGS	gene	GRMZM2G469414	GRMZM2G469414	protein_coding
chr5	56985422	56998038	12617	-	ensembl_WGS	gene	GRMZM2G431573	GRMZM2G431573	protein_coding
chr5	59290440	59303420	12981	-	ensembl_WGS	gene	GRMZM2G084942	GRMZM2G084942	protein_coding
chr5	76217269	76220513	3245	+	ensembl_WGS	gene	AC192244.3_FG007	AC192244.3_FG007	protein_coding
chr5	76621430	76624952	3523	-	ensembl_WGS	gene	GRMZM2G054706	GRMZM2G054706	protein_coding
chr5	77212255	77212559	305	+	ensembl_WGS	gene	GRMZM2G566709	GRMZM2G566709	pseudogene
chr5	77657450	77659533	2084	+	ensembl_WGS	gene	GRMZM2G126772	GRMZM2G126772	protein_coding
chr5	77757345	77777262	19918	-	ensembl_WGS	gene	GRMZM2G011456	GRMZM2G011456	protein_coding
chr5	80491807	80492790	984	-	ensembl_WGS	gene	AC233959.1_FG006	AC233959.1_FG006	protein_coding
chr5	82423451	82427210	3760	-	ensembl_WGS	gene	GRMZM2G409658	GRMZM2G409658	protein_coding
chr5	86793492	86794263	772	-	ensembl_WGS	gene	GRMZM2G558912	GRMZM2G558912	protein_coding
chr5	87310299	87322555	12257	+	ensembl_WGS	gene	GRMZM2G128877	GRMZM2G128877	protein_coding
chr5	87414860	87419429	4570	+	ensembl_WGS	gene	GRMZM2G138527	GRMZM2G138527	protein_coding
chr5	88791487	88794405	2919	+	ensembl_WGS	gene	GRMZM2G111136	GRMZM2G111136	protein_coding
chr5	91338895	91357646	18752	+	ensembl_WGS	gene	GRMZM2G133308	GRMZM2G133308	protein_coding
chr5	91814832	91832010	17179	+	ensembl_WGS	gene	GRMZM2G059363	GRMZM2G059363	protein_coding
chr5	102447539	102448337	799	+	ensembl_WGS	gene	GRMZM2G175425	GRMZM2G175425	protein_coding
chr5	134190795	134206562	15768	+	ensembl_WGS	gene	GRMZM2G388148	GRMZM2G388148	protein_coding
chr5	148724006	148724755	750	-	ensembl_WGS	gene	GRMZM2G111028	GRMZM2G111028	protein_coding
chr5	163229123	163232017	2895	-	ensembl_WGS	gene	GRMZM2G011627	GRMZM2G011627	protein_coding
chr5	166927578	166931750	4173	+	ensembl_WGS	gene	GRMZM2G477146	GRMZM2G477146	protein_coding
chr5	168890072	168891220	1149	-	ensembl_WGS	gene	GRMZM2G115491	GRMZM2G115491	protein_coding
chr5	178737671	178738620	950	-	ensembl_WGS	gene	GRMZM2G160710	GRMZM2G160710	protein_coding
chr5	180861687	180862297	611	+	ensembl_WGS	gene	GRMZM2G173501	GRMZM2G173501	protein_coding
chr5	181396172	181399390	3219	-	ensembl_WGS	gene	GRMZM2G031496	GRMZM2G031496	protein_coding
chr5	184287413	184291959	4547	+	ensembl_WGS	gene	GRMZM2G366434	GRMZM2G366434	protein_coding
chr5	191636970	191637345	376	+	ensembl_WGS	gene	GRMZM2G056884	GRMZM2G056884	protein_coding
chr5	192161073	192163125	2053	+	ensembl_WGS	gene	GRMZM2G327266	GRMZM2G327266	protein_coding
chr5	193726750	193729189	2440	+	ensembl_WGS	gene	GRMZM2G112352	GRMZM2G112352	protein_coding
chr5	194108688	194111934	3247	-	ensembl_WGS	gene	GRMZM2G002627	GRMZM2G002627	protein_coding
chr5	195677589	195678604	1016	+	ensembl_WGS	gene	GRMZM2G434203	GRMZM2G434203	protein_coding
chr5	196033677	196036079	2403	+	ensembl_WGS	gene	GRMZM2G166906	GRMZM2G166906	protein_coding
chr5	200102044	200108837	6794	+	ensembl_WGS	gene	GRMZM2G108829	GRMZM2G108829	protein_coding
chr5	203703299	203709086	5788	-	ensembl_WGS	gene	GRMZM2G128969	GRMZM2G128969	protein_coding
chr5	206316435	206317301	867	+	ensembl_WGS	gene	GRMZM2G429669	GRMZM2G429669	protein_coding
chr5	206555179	206557068	1890	+	ensembl_WGS	gene	GRMZM2G053303	GRMZM2G053303	protein_coding
chr5	206743462	206745010	1549	+	ensembl_WGS	gene	GRMZM2G162233	GRMZM2G162233	protein_coding
chr5	215811083	215816830	5748	+	ensembl_WGS	gene	GRMZM2G356938	GRMZM2G356938	protein_coding
chr5	1542905	1543560	656	-	ensembl_WGS	gene	GRMZM2G447965	GRMZM2G447965	protein_coding
chr5	7117286	7121819	4534	-	ensembl_WGS	gene	GRMZM2G129913	GRMZM2G129913	protein_coding
chr5	8492624	8498240	5617	+	ensembl_WGS	gene	GRMZM5G840435	GRMZM5G840435	protein_coding
chr5	13727888	13732377	4490	-	ensembl_WGS	gene	GRMZM2G430685	GRMZM2G430685	protein_coding
chr5	16416400	16417482	1083	+	ensembl_WGS	gene	AC211276.4_FG008	AC211276.4_FG008	protein_coding
chr5	17314849	17317616	2768	-	ensembl_WGS	gene	GRMZM5G880069	GRMZM5G880069	protein_coding
chr5	19242125	19248604	6480	+	ensembl_WGS	gene	GRMZM2G403149	GRMZM2G403149	protein_coding
chr5	26660015	26688602	28588	-	ensembl_WGS	gene	GRMZM2G048435	GRMZM2G048435	protein_coding
chr5	30761557	30762322	766	-	ensembl_WGS	gene	GRMZM2G027107	GRMZM2G027107	protein_coding
chr5	35628746	35629126	381	-	ensembl_WGS	gene	GRMZM2G396070	GRMZM2G396070	protein_coding
chr5	36088516	36090500	1985	+	ensembl_WGS	gene	GRMZM2G133743	GRMZM2G133743	protein_coding
chr5	39627828	39628698	871	-	ensembl_WGS	gene	GRMZM2G464011	GRMZM2G464011	protein_coding
chr5	41368441	41372179	3739	-	ensembl_WGS	gene	GRMZM2G056842	GRMZM2G056842	protein_coding
chr5	42505065	42509541	4477	-	ensembl_WGS	gene	GRMZM2G126161	GRMZM2G126161	protein_coding
chr5	54965242	54966073	832	+	ensembl_WGS	gene	AC197347.3_FG003	AC197347.3_FG003	protein_coding
chr5	55949527	55951065	1539	+	ensembl_WGS	gene	GRMZM2G454718	GRMZM2G454718	protein_coding
chr5	56939033	56940046	1014	-	ensembl_WGS	gene	GRMZM2G330012	GRMZM2G330012	protein_coding
chr5	63317874	63324803	6930	-	ensembl_WGS	gene	GRMZM2G088753	GRMZM2G088753	protein_coding
chr5	73133170	73137919	4750	-	ensembl_WGS	gene	GRMZM2G175137	GRMZM2G175137	protein_coding
chr5	74408556	74411160	2605	-	ensembl_WGS	gene	GRMZM2G524937	GRMZM2G524937	protein_coding
chr5	75890939	75895041	4103	-	ensembl_WGS	gene	GRMZM2G462118	GRMZM2G462118	protein_coding
chr5	77748895	77751969	3075	-	ensembl_WGS	gene	GRMZM2G010920	GRMZM2G010920	protein_coding
chr5	80236478	80241911	5434	-	ensembl_WGS	gene	GRMZM2G031850	GRMZM2G031850	protein_coding
chr5	80411337	80411639	303	-	ensembl_WGS	gene	AC233959.1_FG003	AC233959.1_FG003	protein_coding
chr5	83025159	83025821	663	+	ensembl_WGS	gene	AC206519.2_FG002	AC206519.2_FG002	protein_coding
chr5	85252669	85257667	4999	+	ensembl_WGS	gene	GRMZM2G104632	GRMZM2G104632	protein_coding
chr5	87310299	87322555	12257	+	ensembl_WGS	gene	GRMZM2G128877	GRMZM2G128877	protein_coding
chr5	87414860	87419429	4570	+	ensembl_WGS	gene	GRMZM2G138527	GRMZM2G138527	protein_coding
chr5	87522171	87525765	3595	-	ensembl_WGS	gene	GRMZM2G086032	GRMZM2G086032	protein_coding
chr5	88791487	88794405	2919	+	ensembl_WGS	gene	GRMZM2G111136	GRMZM2G111136	protein_coding
chr5	89287541	89288511	971	+	ensembl_WGS	gene	GRMZM2G134528	GRMZM2G134528	protein_coding
chr5	89409390	89410785	1396	-	ensembl_WGS	gene	GRMZM2G150864	GRMZM2G150864	protein_coding
chr5	91338895	91357646	18752	+	ensembl_WGS	gene	GRMZM2G133308	GRMZM2G133308	protein_coding
chr5	100734242	100735379	1138	-	ensembl_WGS	gene	GRMZM2G065781	GRMZM2G065781	protein_coding
chr5	101636824	101643469	6646	-	ensembl_WGS	gene	GRMZM2G080083	GRMZM2G080083	protein_coding
chr5	140933171	140938202	5032	-	ensembl_WGS	gene	GRMZM2G064638	GRMZM2G064638	protein_coding
chr5	141431844	141436533	4690	-	ensembl_WGS	gene	GRMZM2G063882	GRMZM2G063882	protein_coding
chr5	149780496	149781657	1162	+	ensembl_WGS	gene	GRMZM2G173674	GRMZM2G173674	protein_coding
chr5	173381490	173387694	6205	-	ensembl_WGS	gene	GRMZM5G886785	GRMZM5G886785	protein_coding
chr5	182188381	182193831	5451	-	ensembl_WGS	gene	GRMZM2G001033	GRMZM2G001033	protein_coding
chr5	183607887	183612875	4989	-	ensembl_WGS	gene	GRMZM2G035584	GRMZM2G035584	protein_coding
chr5	184473169	184477276	4108	-	ensembl_WGS	gene	GRMZM2G392794	GRMZM2G392794	protein_coding
chr5	188659577	188660503	927	-	ensembl_WGS	gene	GRMZM2G139803	GRMZM2G139803	protein_coding
chr5	192403513	192404466	954	-	ensembl_WGS	gene	GRMZM2G430390	GRMZM2G430390	protein_coding
chr5	193147897	193152337	4441	+	ensembl_WGS	gene	GRMZM2G170936	GRMZM2G170936	protein_coding
chr5	194558772	194560780	2009	-	ensembl_WGS	gene	GRMZM2G329229	GRMZM2G329229	protein_coding
chr5	195418764	195419903	1140	-	ensembl_WGS	gene	GRMZM2G112244	GRMZM2G112244	protein_coding
chr5	197602076	197605152	3077	+	ensembl_WGS	gene	GRMZM2G029815	GRMZM2G029815	protein_coding
chr5	198879312	198880566	1255	+	ensembl_WGS	gene	GRMZM2G413829	GRMZM2G413829	protein_coding
chr5	202394525	202396379	1855	-	ensembl_WGS	gene	GRMZM2G028397	GRMZM2G028397	protein_coding
chr5	203926164	203934465	8302	-	ensembl_WGS	gene	GRMZM2G150172	GRMZM2G150172	protein_coding
chr5	206316435	206317301	867	+	ensembl_WGS	gene	GRMZM2G429669	GRMZM2G429669	protein_coding
chr5	206531244	206532772	1529	+	ensembl_WGS	gene	GRMZM5G854450	GRMZM5G854450	protein_coding
chr5	206843570	206846928	3359	-	ensembl_WGS	gene	GRMZM2G405567	GRMZM2G405567	protein_coding
chr5	211299997	211302190	2194	-	ensembl_WGS	gene	GRMZM2G134552	GRMZM2G134552	protein_coding
chr5	213819765	213820720	956	+	ensembl_WGS	gene	GRMZM2G100467	GRMZM2G100467	protein_coding
chr2	3095344	3096063	720	-	ensembl_WGS	gene	GRMZM2G071330	GRMZM2G071330	protein_coding
chr2	19713890	19714937	1048	+	ensembl_WGS	gene	GRMZM2G129300	GRMZM2G129300	protein_coding
chr2	19828184	19829504	1321	-	ensembl_WGS	gene	GRMZM2G121275	GRMZM2G121275	protein_coding
chr2	21281472	21282337	866	+	ensembl_WGS	gene	GRMZM2G021035	GRMZM2G021035	protein_coding
chr2	27500924	27502759	1836	+	ensembl_WGS	gene	GRMZM2G035755	GRMZM2G035755	protein_coding
chr2	32333104	32335746	2643	+	ensembl_WGS	gene	GRMZM2G075145	GRMZM2G075145	protein_coding
chr2	37569006	37571171	2166	+	ensembl_WGS	gene	GRMZM2G323309	GRMZM2G323309	protein_coding
chr2	38986310	38989454	3145	+	ensembl_WGS	gene	GRMZM2G151418	GRMZM2G151418	protein_coding
chr2	44697029	44698753	1725	-	ensembl_WGS	gene	GRMZM2G474783	GRMZM2G474783	protein_coding
chr2	45769897	45777953	8057	-	ensembl_WGS	gene	GRMZM2G021464	GRMZM2G021464	protein_coding
chr2	46179488	46180075	588	-	ensembl_WGS	gene	GRMZM2G068547	GRMZM2G068547	protein_coding
chr2	46515524	46517174	1651	+	ensembl_WGS	gene	GRMZM2G106099	GRMZM2G106099	protein_coding
chr2	49923766	49927547	3782	+	ensembl_WGS	gene	GRMZM2G057006	GRMZM2G057006	protein_coding
chr2	55482907	55484252	1346	+	ensembl_WGS	gene	GRMZM5G800014	GRMZM5G800014	protein_coding
chr2	57107356	57109918	2563	+	ensembl_WGS	gene	GRMZM5G858609	GRMZM5G858609	protein_coding
chr2	63695063	63751233	56171	-	ensembl_WGS	gene	GRMZM2G373828	GRMZM2G373828	protein_coding
chr2	75304999	75305949	951	+	ensembl_WGS	gene	GRMZM5G892400	GRMZM5G892400	protein_coding
chr2	83328915	83338644	9730	+	ensembl_WGS	gene	AC191115.3_FG002	AC191115.3_FG002	protein_coding
chr2	83272227	83274067	1841	-	ensembl_WGS	gene	GRMZM2G177596	GRMZM2G177596	protein_coding
chr2	86767115	86790673	23559	+	ensembl_WGS	gene	GRMZM2G028313	GRMZM2G028313	protein_coding
chr2	89267571	89269042	1472	-	ensembl_WGS	gene	GRMZM2G173738	GRMZM2G173738	protein_coding
chr2	101268263	101269356	1094	-	ensembl_WGS	gene	GRMZM5G803404	GRMZM5G803404	protein_coding
chr2	111557736	111570416	12681	-	ensembl_WGS	gene	GRMZM2G060067	GRMZM2G060067	protein_coding
chr2	118423324	118424180	857	-	ensembl_WGS	gene	GRMZM2G135730	GRMZM2G135730	protein_coding
chr2	121581901	121584496	2596	+	ensembl_WGS	gene	GRMZM2G076905	GRMZM2G076905	protein_coding
chr2	130997363	130997793	431	+	ensembl_WGS	gene	GRMZM2G534113	GRMZM2G534113	protein_coding
chr2	142554113	142558072	3960	+	ensembl_WGS	gene	GRMZM2G481210	GRMZM2G481210	protein_coding
chr2	146019375	146033086	13712	+	ensembl_WGS	gene	GRMZM2G162697	GRMZM2G162697	protein_coding
chr2	146572041	146573015	975	+	ensembl_WGS	gene	GRMZM2G067553	GRMZM2G067553	protein_coding
chr2	158279151	158284014	4864	+	ensembl_WGS	gene	GRMZM2G047316	GRMZM2G047316	protein_coding
chr2	158273676	158279858	6183	-	ensembl_WGS	gene	GRMZM2G510303	GRMZM2G510303	protein_coding
chr2	176638223	176641159	2937	+	ensembl_WGS	gene	GRMZM2G150762	GRMZM2G150762	protein_coding
chr2	177186908	177188658	1751	-	ensembl_WGS	gene	GRMZM2G139994	GRMZM2G139994	protein_coding
chr2	190424050	190431552	7503	+	ensembl_WGS	gene	GRMZM2G446050	GRMZM2G446050	protein_coding
chr2	193381280	193390478	9199	+	ensembl_WGS	gene	GRMZM2G473182	GRMZM2G473182	protein_coding
chr2	197443591	197448363	4773	-	ensembl_WGS	gene	GRMZM2G512469	GRMZM2G512469	protein_coding
chr2	197763259	197766446	3188	-	ensembl_WGS	gene	GRMZM5G819999	GRMZM5G819999	protein_coding
chr2	199571108	199572034	927	+	ensembl_WGS	gene	GRMZM2G563726	GRMZM2G563726	protein_coding
chr2	200096578	200100853	4276	-	ensembl_WGS	gene	GRMZM2G385635	GRMZM2G385635	protein_coding
chr2	200773483	200773998	516	+	ensembl_WGS	gene	AC205066.3_FG008	AC205066.3_FG008	protein_coding
chr2	202309143	202310174	1032	+	ensembl_WGS	gene	GRMZM2G179476	GRMZM2G179476	protein_coding
chr2	204030315	204032638	2324	+	ensembl_WGS	gene	GRMZM2G365250	GRMZM2G365250	protein_coding
chr2	205705693	205707253	1561	+	ensembl_WGS	gene	GRMZM2G117988	GRMZM2G117988	protein_coding
chr2	210956263	210959653	3391	-	ensembl_WGS	gene	GRMZM2G096123	GRMZM2G096123	protein_coding
chr2	214923097	214925054	1958	+	ensembl_WGS	gene	GRMZM2G459363	GRMZM2G459363	protein_coding
chr2	215519711	215522075	2365	-	ensembl_WGS	gene	GRMZM2G131554	GRMZM2G131554	protein_coding
chr2	216463713	216495554	31842	+	ensembl_WGS	gene	GRMZM5G839114	GRMZM5G839114	protein_coding
chr2	216607457	216609981	2525	+	ensembl_WGS	gene	GRMZM2G010783	GRMZM2G010783	protein_coding
chr2	217328928	217333005	4078	-	ensembl_WGS	gene	GRMZM2G003252	GRMZM2G003252	protein_coding
chr2	218008494	218009145	652	+	ensembl_WGS	gene	GRMZM2G442593	GRMZM2G442593	protein_coding
chr2	223388383	223389434	1052	-	ensembl_WGS	gene	GRMZM2G175882	GRMZM2G175882	protein_coding
chr2	225612135	225619263	7129	+	ensembl_WGS	gene	GRMZM2G405804	GRMZM2G405804	protein_coding
chr2	229286468	229287423	956	-	ensembl_WGS	gene	GRMZM2G333448	GRMZM2G333448	protein_coding
chr2	10477304	10479869	2566	-	ensembl_WGS	gene	GRMZM2G044800	GRMZM2G044800	protein_coding
chr2	11099957	11102613	2657	+	ensembl_WGS	gene	GRMZM2G329131	GRMZM2G329131	protein_coding
chr2	12347435	12350437	3003	-	ensembl_WGS	gene	GRMZM2G125704	GRMZM2G125704	protein_coding
chr2	12628280	12632804	4525	-	ensembl_WGS	gene	GRMZM2G180160	GRMZM2G180160	protein_coding
chr2	16023592	16031913	8322	-	ensembl_WGS	gene	GRMZM2G080156	GRMZM2G080156	protein_coding
chr2	19828184	19829504	1321	-	ensembl_WGS	gene	GRMZM2G121275	GRMZM2G121275	protein_coding
chr2	20536334	20538801	2468	-	ensembl_WGS	gene	GRMZM2G175816	GRMZM2G175816	protein_coding
chr2	21026786	21032589	5804	+	ensembl_WGS	gene	AC212835.3_FG010	AC212835.3_FG010	protein_coding
chr2	21281472	21282337	866	+	ensembl_WGS	gene	GRMZM2G021035	GRMZM2G021035	protein_coding
chr2	22504092	22513426	9335	-	ensembl_WGS	gene	GRMZM2G070863	GRMZM2G070863	protein_coding
chr2	26934038	26936467	2430	-	ensembl_WGS	gene	GRMZM2G474929	GRMZM2G474929	protein_coding
chr2	32333104	32335746	2643	+	ensembl_WGS	gene	GRMZM2G075145	GRMZM2G075145	protein_coding
chr2	33507060	33508210	1151	+	ensembl_WGS	gene	GRMZM2G051921	GRMZM2G051921	protein_coding
chr2	38760033	38765436	5404	+	ensembl_WGS	gene	GRMZM5G816457	GRMZM5G816457	protein_coding
chr2	42475464	42478214	2751	+	ensembl_WGS	gene	GRMZM2G446185	GRMZM2G446185	protein_coding
chr2	44471647	44472033	387	+	ensembl_WGS	gene	GRMZM5G889338	GRMZM5G889338	protein_coding
chr2	44697029	44698753	1725	-	ensembl_WGS	gene	GRMZM2G474783	GRMZM2G474783	protein_coding
chr2	45230433	45231167	735	+	ensembl_WGS	gene	GRMZM2G105617	GRMZM2G105617	protein_coding
chr2	47165369	47175489	10121	+	ensembl_WGS	gene	GRMZM2G005659	GRMZM2G005659	protein_coding
chr2	51173730	51175456	1727	-	ensembl_WGS	gene	GRMZM2G458879	GRMZM2G458879	protein_coding
chr2	68170868	68173310	2443	+	ensembl_WGS	gene	GRMZM2G055854	GRMZM2G055854	protein_coding
chr2	79248616	79249461	846	-	ensembl_WGS	gene	GRMZM2G102699	GRMZM2G102699	protein_coding
chr2	80590389	80591365	977	+	ensembl_WGS	gene	AC198229.4_FG002	AC198229.4_FG002	protein_coding
chr2	80723172	80726486	3315	-	ensembl_WGS	gene	GRMZM2G013612	GRMZM2G013612	protein_coding
chr2	83328915	83338644	9730	+	ensembl_WGS	gene	AC191115.3_FG002	AC191115.3_FG002	protein_coding
chr2	87428264	87434704	6441	-	ensembl_WGS	gene	GRMZM2G339836	GRMZM2G339836	protein_coding
chr2	89267571	89269042	1472	-	ensembl_WGS	gene	GRMZM2G173738	GRMZM2G173738	protein_coding
chr2	101268263	101269356	1094	-	ensembl_WGS	gene	GRMZM5G803404	GRMZM5G803404	protein_coding
chr2	107194283	107195381	1099	+	ensembl_WGS	gene	GRMZM2G022710	GRMZM2G022710	protein_coding
chr2	107501622	107503164	1543	-	ensembl_WGS	gene	GRMZM2G025132	GRMZM2G025132	protein_coding
chr2	111826028	111830063	4036	+	ensembl_WGS	gene	GRMZM2G119081	GRMZM2G119081	protein_coding
chr2	114079423	114083034	3612	+	ensembl_WGS	gene	GRMZM2G480356	GRMZM2G480356	protein_coding
chr2	117871929	117872782	854	-	ensembl_WGS	gene	GRMZM2G318156	GRMZM2G318156	protein_coding
chr2	136128167	136130899	2733	-	ensembl_WGS	gene	GRMZM2G133669	GRMZM2G133669	protein_coding
chr2	140599768	140601089	1322	-	ensembl_WGS	gene	GRMZM2G002824	GRMZM2G002824	protein_coding
chr2	141681044	141682183	1140	+	ensembl_WGS	gene	GRMZM2G110409	GRMZM2G110409	protein_coding
chr2	147302386	147308828	6443	-	ensembl_WGS	gene	GRMZM2G123652	GRMZM2G123652	protein_coding
chr2	152914993	152919109	4117	-	ensembl_WGS	gene	GRMZM5G890665	GRMZM5G890665	protein_coding
chr2	156857650	156866646	8997	-	ensembl_WGS	gene	GRMZM2G080139	GRMZM2G080139	protein_coding
chr2	160781682	160789474	7793	-	ensembl_WGS	gene	GRMZM2G150608	GRMZM2G150608	protein_coding
chr2	161347805	161350512	2708	-	ensembl_WGS	gene	GRMZM2G124103	GRMZM2G124103	protein_coding
chr2	177186908	177188658	1751	-	ensembl_WGS	gene	GRMZM2G139994	GRMZM2G139994	protein_coding
chr2	183926414	183927687	1274	-	ensembl_WGS	gene	GRMZM2G100372	GRMZM2G100372	protein_coding
chr2	185855731	185856935	1205	+	ensembl_WGS	gene	GRMZM2G366130	GRMZM2G366130	protein_coding
chr2	189820806	189829874	9069	-	ensembl_WGS	gene	GRMZM2G125934	GRMZM2G125934	protein_coding
chr2	189936772	189937946	1175	-	ensembl_WGS	gene	GRMZM2G003947	GRMZM2G003947	protein_coding
chr2	190158113	190161171	3059	-	ensembl_WGS	gene	GRMZM2G365374	GRMZM2G365374	protein_coding
chr2	197443591	197448363	4773	-	ensembl_WGS	gene	GRMZM2G512469	GRMZM2G512469	protein_coding
